ID,DateTime,Symbol,Quantity,Rate,Side,XRPUSD_BestBid,XRPUSD_BestAsk,XRPEUR_BestBid,XRPEUR_BestAsk,USDEUR_BestBid,USDEUR_BestAsk
412045621,2025-04-08 19:47:19,XRPUSD,172.30556153,1.81119,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045623,2025-04-08 19:47:19,XRPUSD,5830.50844219,1.81119,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045624,2025-04-08 19:47:19,XRPUSD,3156.0,1.81119,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045625,2025-04-08 19:47:19,XRPUSD,3804.0,1.81119,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045626,2025-04-08 19:47:19,XRPUSD,2498.07055,1.81119,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045627,2025-04-08 19:47:19,XRPUSD,1532.0484924,1.81119,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045707,2025-04-08 19:47:55,XRPUSD,6.94957232,1.81326,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:47_summary,2025-04-08 19:47:00,XRPUSD,19932.900135370004,1.811312114157639,Buy,1.81308,1.81402,N/A,N/A,N/A,N/A
412045762,2025-04-08 19:48:25,XRPUSD,263.878,1.81303,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045778,2025-04-08 19:48:32,XRPUSD,350.0,1.81183,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:48_summary,2025-04-08 19:48:00,XRPUSD,613.8779999999999,1.8123458249684792,Buy,1.81143,1.8121,N/A,N/A,N/A,N/A
412045988,2025-04-08 19:49:25,XRPUSD,9.28949083,1.81004,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045994,2025-04-08 19:49:28,XRPUSD,8.59616139,1.80921,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046009,2025-04-08 19:49:34,XRPUSD,3600.0,1.80918,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046010,2025-04-08 19:49:34,XRPUSD,1927.38924,1.80918,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046011,2025-04-08 19:49:34,XRPUSD,4.57e-06,1.80918,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046071,2025-04-08 19:49:55,XRPUSD,0.547,1.80993,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046078,2025-04-08 19:50:00,XRPUSD,2763.07608,1.81015,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046098,2025-04-08 19:50:00,XRPUSD,5522.66170814,1.81129,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:49_summary,2025-04-08 19:49:00,XRPUSD,5545.821896789999,1.8091815610124373,Buy,1.81085,1.81243,N/A,N/A,N/A,N/A
412046115,2025-04-08 19:50:02,XRPUSD,268.8815,1.81266,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046121,2025-04-08 19:50:02,XRPUSD,3.349e-05,1.81266,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046124,2025-04-08 19:50:02,XRPUSD,268.88153349,1.814,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046178,2025-04-08 19:50:06,XRPUSD,54.802,1.81324,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046212,2025-04-08 19:50:13,XRPUSD,641.25,1.81239,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046213,2025-04-08 19:50:13,XRPUSD,641.25,1.81244,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046214,2025-04-08 19:50:13,XRPUSD,911.5,1.81286,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046335,2025-04-08 19:50:41,XRPUSD,10.933,1.81644,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046344,2025-04-08 19:50:46,XRPUSD,13.61228,1.81692,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046359,2025-04-08 19:50:57,XRPUSD,13.92673585,1.81726,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:50_summary,2025-04-08 19:50:00,XRPUSD,11110.774870969997,1.8113929582579211,Buy,1.81713,1.81855,N/A,N/A,N/A,N/A
412046397,2025-04-08 19:51:09,XRPUSD,100.0,1.82,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046440,2025-04-08 19:51:17,XRPUSD,109.085,1.82126,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046460,2025-04-08 19:51:20,XRPUSD,661.69578255,1.8207,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046499,2025-04-08 19:51:32,XRPUSD,56.58470809,1.82533,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046533,2025-04-08 19:51:42,XRPUSD,54.824261,1.82734,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046539,2025-04-08 19:51:44,XRPUSD,1.724,1.82667,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046565,2025-04-08 19:51:49,XRPUSD,1416.66726196,1.82606,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046618,2025-04-08 19:51:57,XRPUSD,86.169,1.82474,Buy,N/A,N/A,N/A,N/A,N/A,N/A
